img;score
000023\000004.png;[0.4249127]
000023\000005.png;[0.5432396]
000023\000006.png;[0.3989399]
000023\000007.png;[0.4212947]
000023\000008.png;[0.55551744]
000023\000009.png;[0.5401506]
000023\000010.png;[0.4914084]
000023\000011.png;[0.5335241]
000023\000012.png;[0.5568589]
000023\000013.png;[0.51479477]
000023\000014.png;[0.4177633]
000023\000015.png;[0.5438766]
000023\000016.png;[0.4409329]
000023\000017.png;[0.5679573]
000023\000018.png;[0.47328454]
000023\000019.png;[0.5240054]
000023\000020.png;[0.5773773]
000023\000021.png;[0.5871416]
000023\000022.png;[0.43359303]
000023\000023.png;[0.48814434]
000023\000024.png;[0.38694096]
000023\000025.png;[0.54701245]
000023\000026.png;[0.55165935]
000023\000027.png;[0.51406485]
000023\000028.png;[0.5026147]
000023\000029.png;[0.48785403]
000023\000030.png;[0.5287036]
000023\000031.png;[0.42496789]
000023\000032.png;[0.52510005]
000023\000033.png;[0.6579423]
000023\000034.png;[0.52592915]
000023\000035.png;[0.37282217]
000024\000001.png;[0.39536178]
000024\000002.png;[0.28558028]
000024\000003.png;[0.3564355]
000024\000004.png;[0.40675363]
000024\000005.png;[0.46429974]
000024\000006.png;[0.42936522]
000024\000007.png;[0.3758474]
000024\000008.png;[0.44080585]
000024\000009.png;[0.3744944]
000024\000010.png;[0.40127486]
000024\000011.png;[0.32805306]
000024\000012.png;[0.37513357]
000024\000013.png;[0.34990337]
000024\000014.png;[0.2738265]
000025\000001.png;[0.4511218]
000025\000002.png;[0.46533188]
000025\000003.png;[0.47931054]
000025\000004.png;[0.46564722]
000025\000005.png;[0.5455777]
000025\000006.png;[0.5324532]
000025\000007.png;[0.48971447]
000025\000008.png;[0.54141986]
000025\000009.png;[0.4405329]
000025\000010.png;[0.4433254]
000025\000011.png;[0.49829578]
000025\000012.png;[0.4142608]
000025\000013.png;[0.42778742]
000025\000014.png;[0.516018]
000025\000015.png;[0.3852616]
000025\000016.png;[0.61037433]
000025\000017.png;[0.53866726]
000025\000018.png;[0.40929663]
000025\000019.png;[0.49787158]
000025\000020.png;[0.45014012]
000025\000021.png;[0.42465857]
000025\000022.png;[0.5644562]
000025\000023.png;[0.4135193]
000026\000001.png;[0.30518293]
000026\000002.png;[0.33250436]
000026\000003.png;[0.38534206]
000026\000004.png;[0.38652736]
000026\000005.png;[0.34427163]
000026\000006.png;[0.36909086]
000026\000007.png;[0.2987963]
000026\000008.png;[0.36741042]
000026\000009.png;[0.360549]
000026\000010.png;[0.41663328]
000026\000011.png;[0.42417812]
000026\000012.png;[0.29753065]
000026\000013.png;[0.2787116]
000026\000014.png;[0.35974234]
000026\000015.png;[0.38401583]
000026\000016.png;[0.3572201]
000026\000017.png;[0.37317362]
000026\000018.png;[0.43405986]
000026\000019.png;[0.38954198]
000026\000020.png;[0.3892439]
000026\000021.png;[0.35030922]
000026\000022.png;[0.3433004]
000026\000023.png;[0.4499666]
000026\000024.png;[0.3272821]
000026\000025.png;[0.4390496]
000026\000026.png;[0.29659814]
000027\000001.png;[0.19791809]
000027\000002.png;[0.31585398]
000027\000003.png;[0.4585646]
000027\000004.png;[0.21228617]
000027\000005.png;[0.2484605]
000027\000006.png;[0.21824297]
000027\000007.png;[0.37478]
000027\000008.png;[0.31652412]
000027\000009.png;[0.334552]
000027\000010.png;[0.25781786]
000027\000011.png;[0.29219297]
000028\000001.png;[0.3733803]
000028\000002.png;[0.46395886]
000028\000003.png;[0.48003083]
000028\000004.png;[0.44310135]
000028\000005.png;[0.48590395]
000028\000006.png;[0.5172153]
000028\000007.png;[0.46452922]
000028\000008.png;[0.44174898]
000028\000009.png;[0.4355001]
000028\000010.png;[0.34799987]
000028\000011.png;[0.45194602]
000028\000012.png;[0.38760257]
000028\000013.png;[0.34211525]
000028\000014.png;[0.29389778]
000028\000015.png;[0.43656424]
000028\000016.png;[0.3866238]
000028\000017.png;[0.31059104]
000028\000018.png;[0.53932655]
000028\000019.png;[0.3887958]
000028\000020.png;[0.45416248]
000029\000001.png;[0.46447724]
000029\000002.png;[0.33883768]
000029\000004.png;[0.1887793]
000029\000005.png;[0.31735665]
000029\000006.png;[0.34286448]
000030\000001.png;[0.24265948]
000030\000002.png;[0.36441764]
000030\000003.png;[0.35097897]
000030\000004.png;[0.31912908]
000030\000005.png;[0.48222214]
000030\000006.png;[0.33300576]
000030\000007.png;[0.35630322]
000030\000008.png;[0.4143]
000030\000009.png;[0.39268118]
000031\000001.png;[0.5679148]
000031\000002.png;[0.47638983]
000031\000003.png;[0.5502082]
000031\000004.png;[0.53093284]
000031\000005.png;[0.4180986]
000031\000006.png;[0.4787718]
000031\000007.png;[0.40816665]
000031\000008.png;[0.5944187]
000032\000001.png;[0.5672572]
000032\000002.png;[0.5655455]
000032\000003.png;[0.41831416]
000032\000004.png;[0.46419436]
000032\000005.png;[0.49633017]
000032\000006.png;[0.6185681]
000032\000007.png;[0.4442433]
000032\000008.png;[0.49806947]
000032\000009.png;[0.49713975]
000032\000010.png;[0.4377674]
000032\000011.png;[0.44376254]
000032\000012.png;[0.45514268]
000032\000013.png;[0.4304018]
000032\000014.png;[0.47339952]
000032\000015.png;[0.57579535]
000032\000016.png;[0.3370093]
000032\000017.png;[0.37106538]
000032\000018.png;[0.55611205]
000032\000019.png;[0.49823526]
000032\000020.png;[0.390213]
000033\000001.png;[0.51615196]
000033\000002.png;[0.40067512]
000033\000003.png;[0.4332594]
000033\000004.png;[0.40016544]
000033\000005.png;[0.5279688]
000033\000006.png;[0.4169059]
000033\000007.png;[0.37829882]
000033\000008.png;[0.41122594]
000033\000009.png;[0.48163927]
000033\000010.png;[0.48472184]
000033\000011.png;[0.42026973]
000034\000001.png;[0.385196]
000034\000002.png;[0.39144593]
000034\000003.png;[0.3401661]
000034\000004.png;[0.41891742]
000034\000005.png;[0.46142328]
000034\000006.png;[0.41140312]
000034\000007.png;[0.40795338]
000034\000008.png;[0.4120421]
000034\000009.png;[0.3685307]
000034\000010.png;[0.3081084]
000034\000011.png;[0.31270498]
000034\000012.png;[0.36095953]
000034\000013.png;[0.39706886]
000034\000014.png;[0.30478176]
000034\000015.png;[0.3287396]
000034\000016.png;[0.3689079]
000034\000017.png;[0.33286086]
000035\000001.png;[0.36782557]
000035\000002.png;[0.45808777]
000035\000003.png;[0.53726095]
000035\000004.png;[0.61911666]
000035\000005.png;[0.73239887]
000035\000006.png;[0.37120605]
000035\000007.png;[0.35478324]
000035\000008.png;[0.43019325]
000035\000009.png;[0.4377424]
000035\000010.png;[0.3730337]
000035\000011.png;[0.4636802]
000035\000012.png;[0.10049164]
000035\000013.png;[0.5755626]
000035\000014.png;[0.42784494]
000035\000015.png;[0.34420103]
000035\000016.png;[0.4907677]
000035\000017.png;[0.3032822]
000035\000018.png;[0.1701656]
000035\000019.png;[0.20205009]
000036\000001.png;[0.416901]
000036\000002.png;[0.46630487]
000036\000003.png;[0.3183241]
000036\000004.png;[0.4531595]
000036\000005.png;[0.22759402]
000036\000006.png;[0.3543451]
000036\000007.png;[0.15372339]
000036\000008.png;[0.30223373]
000036\000009.png;[0.29152113]
000036\000010.png;[0.32114002]
000037\000001.png;[0.32092062]
000037\000002.png;[0.38718665]
000037\000003.png;[0.39305377]
000037\000004.png;[0.2653939]
000037\000005.png;[0.35006768]
000037\000006.png;[0.29681483]
000037\000007.png;[0.31196937]
000038\000001.png;[0.4261041]
000038\000002.png;[0.46263313]
000038\000003.png;[0.45912778]
000038\000004.png;[0.477916]
000038\000005.png;[0.46219897]
000038\000006.png;[0.503603]
000038\000007.png;[0.5569792]
000038\000008.png;[0.50548506]
000038\000009.png;[0.4012293]
000038\000010.png;[0.41243792]
000038\000011.png;[0.44993877]
000038\000012.png;[0.41283983]
000038\000013.png;[0.40803126]
000038\000014.png;[0.3558212]
000038\000015.png;[0.36765623]
000038\000016.png;[0.34659597]
000039\000001.png;[0.4429754]
000039\000002.png;[0.4752088]
000039\000003.png;[0.40869516]
000039\000004.png;[0.55321944]
000039\000005.png;[0.6835123]
000039\000006.png;[0.46534055]
000039\000007.png;[0.44239405]
000039\000008.png;[0.41589606]
000039\000009.png;[0.43056405]
000039\000010.png;[0.4261263]
000039\000011.png;[0.3278968]
000039\000012.png;[0.49660665]
000039\000013.png;[0.4708162]
000039\000014.png;[0.46441072]
000039\000015.png;[0.4871161]
000039\000016.png;[0.5104057]
000039\000017.png;[0.41227692]
000039\000018.png;[0.52795094]
000040\000001.png;[0.15090036]
000040\000002.png;[0.18276608]
000040\000003.png;[0.21678457]
000040\000004.png;[0.22558725]
000040\000005.png;[0.22889328]
000040\000006.png;[0.22271985]
000040\000007.png;[0.23476088]
000040\000008.png;[0.14306107]
000040\000009.png;[0.18388048]
000040\000010.png;[0.28340495]
000040\000011.png;[0.14154682]
000040\000012.png;[0.15259594]
000041\000001.png;[0.34284872]
000041\000002.png;[0.31869036]
000041\000003.png;[0.3381404]
000041\000004.png;[0.3472188]
000041\000005.png;[0.3259677]
000041\000006.png;[0.2843524]
000041\000007.png;[0.31915832]
000041\000008.png;[0.31082872]
000041\000009.png;[0.334447]
000041\000010.png;[0.37406996]
000041\000011.png;[0.37961313]
000041\000012.png;[0.34554043]
000041\000013.png;[0.31635237]
000041\000014.png;[0.31982142]
000041\000015.png;[0.3490464]
000041\000016.png;[0.33453202]
000041\000017.png;[0.32360786]
000041\000018.png;[0.34971052]
000041\000019.png;[0.36493152]
000041\000020.png;[0.39021903]
000041\000021.png;[0.39865115]
000041\000022.png;[0.27780563]
000041\000023.png;[0.31559446]
000041\000024.png;[0.38985965]
000041\000025.png;[0.3192492]
000041\000026.png;[0.3310328]
000041\000027.png;[0.33161542]
000041\000028.png;[0.35096467]
000041\000029.png;[0.3315587]
000042\000001.png;[0.22985682]
000042\000002.png;[0.18544474]
000042\000003.png;[0.1947827]
000042\000004.png;[0.2570398]
000042\000005.png;[0.15897352]
000042\000006.png;[0.22699451]
000042\000007.png;[0.19796357]
000042\000008.png;[0.2026622]
000042\000009.png;[0.05809093]
000042\000010.png;[0.09967065]
000042\000011.png;[0.19157755]
000042\000012.png;[0.0509268]
000042\000013.png;[0.24901262]
000042\000014.png;[0.3147593]
000042\000015.png;[0.29812744]
000042\000016.png;[0.14491478]
000043\000001.png;[0.3945471]
000043\000002.png;[0.31645048]
000043\000003.png;[0.31003964]
000043\000004.png;[0.42383075]
000043\000005.png;[0.34939796]
000043\000006.png;[0.40394542]
000043\000007.png;[0.32999775]
000043\000008.png;[0.26928794]
000043\000009.png;[0.43300194]
000043\000010.png;[0.38208073]
000043\000011.png;[0.37981457]
000043\000012.png;[0.30125356]
000043\000013.png;[0.3221805]
000043\000014.png;[0.38000518]
000043\000015.png;[0.3866718]
000044\000001.png;[0.3643006]
000044\000002.png;[0.43458316]
000044\000003.png;[0.44854045]
000044\000004.png;[0.38032746]
000044\000005.png;[0.38072956]
000044\000006.png;[0.41339895]
000044\000007.png;[0.3075818]
000045\000001.png;[0.4272987]
000045\000002.png;[0.2553214]
000045\000003.png;[0.347075]
000045\000004.png;[0.33962172]
000045\000005.png;[0.53988457]
000045\000006.png;[0.47121218]
000045\000007.png;[0.22465268]
000046\000001.png;[0.41037473]
000046\000002.png;[0.44850245]
000046\000003.png;[0.3809658]
000046\000004.png;[0.52702093]
000046\000005.png;[0.5366388]
000046\000006.png;[0.6059055]
000046\000007.png;[0.5078172]
000046\000008.png;[0.5167086]
000046\000009.png;[0.53191334]
000046\000010.png;[0.48456997]
000046\000011.png;[0.56650126]
000046\000012.png;[0.4245961]
000046\000013.png;[0.56349766]
000046\000014.png;[0.5612452]
000046\000015.png;[0.46209913]
000046\000016.png;[0.4581453]
000046\000017.png;[0.35040733]
000046\000018.png;[0.48005813]
000047\000001.png;[0.60410386]
000047\000002.png;[0.49978268]
000047\000003.png;[0.6264166]
000047\000004.png;[0.270781]
000047\000005.png;[0.39377308]
000047\000006.png;[0.46303934]
000047\000007.png;[0.5566922]
000047\000008.png;[0.40623373]
000047\000009.png;[0.5075291]
000047\000010.png;[0.44784394]
000047\000011.png;[0.49645105]
000047\000012.png;[0.35136184]
000047\000013.png;[0.49816915]
000047\000014.png;[0.48013565]
000047\000015.png;[0.4310649]
000047\000016.png;[0.48968914]
000047\000017.png;[0.5236701]
000047\000018.png;[0.47615385]
000047\000019.png;[0.32136247]
000047\000020.png;[0.5078006]
000048\000001.png;[0.35594207]
000048\000002.png;[0.33679307]
000048\000003.png;[0.31622913]
000048\000004.png;[0.56246173]
000048\000005.png;[0.37620568]
000048\000006.png;[0.42110065]
000048\000007.png;[0.44334024]
000048\000008.png;[0.39779198]
000048\000009.png;[0.44764894]
000048\000010.png;[0.439432]
000048\000011.png;[0.39280784]
000048\000012.png;[0.60614103]
000048\000013.png;[0.5497452]
000048\000014.png;[0.5427286]
000048\000015.png;[0.6070678]
000048\000016.png;[0.4770701]
000048\000017.png;[0.453511]
000049\000001.png;[0.2749929]
000049\000002.png;[0.28357297]
000049\000003.png;[0.28253633]
000049\000004.png;[0.27474785]
000049\000005.png;[0.3056211]
000049\000006.png;[0.25883803]
000049\000007.png;[0.22664481]
000049\000008.png;[0.27618814]
000049\000009.png;[0.2560409]
000049\000010.png;[0.3184543]
000049\000011.png;[0.3061533]
000049\000012.png;[0.21903262]
000049\000013.png;[0.3854019]
000049\000014.png;[0.32934883]
000049\000015.png;[0.27419528]
000049\000016.png;[0.21420866]
000049\000017.png;[0.18817875]
000049\000018.png;[0.12655511]
000049\000019.png;[0.1836943]
000050\000001.png;[0.4875716]
000050\000002.png;[0.5352716]
000050\000003.png;[0.5157524]
000050\000004.png;[0.5345619]
000050\000005.png;[0.47729862]
000050\000006.png;[0.34686723]
000050\000007.png;[0.53490543]
000050\000008.png;[0.37434232]
000050\000009.png;[0.5851157]
000050\000010.png;[0.30736536]
000051\000001.png;[0.37572217]
000051\000002.png;[0.41126472]
000051\000003.png;[0.46973136]
000051\000004.png;[0.5307414]
000052\000001.png;[0.3847463]
000052\000002.png;[0.37084132]
000052\000003.png;[0.31708503]
000052\000004.png;[0.30379796]
000052\000005.png;[0.30847967]
000052\000006.png;[0.3767529]
000053\000001.png;[0.38125485]
000053\000002.png;[0.37874126]
000053\000003.png;[0.45075822]
000053\000004.png;[0.3645501]
000053\000005.png;[0.3508235]
000053\000006.png;[0.353504]
000053\000007.png;[0.36105186]
000053\000008.png;[0.44424677]
000053\000009.png;[0.34686682]
000053\000010.png;[0.42974126]
000053\000011.png;[0.38474151]
000053\000012.png;[0.33899602]
000053\000013.png;[0.4082966]
000053\000014.png;[0.4606145]
000053\000015.png;[0.34491664]
000053\000016.png;[0.30961508]
000054\000001.png;[0.4063421]
000054\000002.png;[0.42999324]
000054\000003.png;[0.4136542]
000054\000004.png;[0.38744605]
000054\000005.png;[0.32160845]
000054\000006.png;[0.4775941]
000054\000007.png;[0.39998358]
000054\000008.png;[0.37537986]
000054\000009.png;[0.29304576]
000054\000010.png;[0.31069878]
000054\000011.png;[0.36378556]
000054\000012.png;[0.5898135]
000054\000013.png;[0.44715938]
000054\000014.png;[0.42668372]
000054\000015.png;[0.39818114]
000055\000001.png;[0.5071086]
000055\000002.png;[0.23795825]
000055\000003.png;[0.49882004]
000055\000004.png;[0.4627071]
000055\000005.png;[0.2520317]
000056\000001.png;[0.49428925]
000056\000002.png;[0.5270126]
000056\000003.png;[0.48639232]
000056\000004.png;[0.46239436]
000056\000005.png;[0.5181224]
000056\000006.png;[0.3687781]
000057\000001.png;[0.46110076]
000057\000002.png;[0.44503015]
000057\000003.png;[0.5436026]
000057\000004.png;[0.42852303]
000058\000001.png;[0.4720492]
000058\000002.png;[0.45941916]
000058\000003.png;[0.47952923]
000058\000004.png;[0.4733887]
000058\000005.png;[0.42080352]
000058\000006.png;[0.49476597]
000058\000007.png;[0.4442395]
000058\000008.png;[0.46755865]
000058\000009.png;[0.43943715]
000058\000010.png;[0.41493243]
000058\000011.png;[0.41942734]
000058\000012.png;[0.43740118]
000058\000013.png;[0.4513889]
000058\000014.png;[0.39611012]
000059\000001.png;[0.18122172]
000059\000002.png;[0.19636741]
000059\000003.png;[0.3550238]
000059\000004.png;[0.33893874]
000060\000001.png;[0.6404509]
000060\000002.png;[0.56978637]
000060\000003.png;[0.65029913]
000060\000004.png;[0.6847449]
000060\000005.png;[0.55485046]
000060\000006.png;[0.5354199]
000060\000007.png;[0.636892]
000060\000008.png;[0.56125444]
000060\000009.png;[0.5840296]
000060\000010.png;[0.5517548]
000060\000011.png;[0.6166231]
000060\000012.png;[0.55682164]
000061\000001.png;[0.41476345]
000061\000002.png;[0.42109367]
000061\000003.png;[0.46642038]
000061\000004.png;[0.3731667]
000061\000005.png;[0.4505469]
000061\000006.png;[0.34523687]
000061\000007.png;[0.5257939]
000061\000008.png;[0.5144641]
000061\000009.png;[0.43241394]
000061\000010.png;[0.53379285]
000061\000011.png;[0.5185102]
000061\000012.png;[0.44786644]
000061\000013.png;[0.4972831]
000061\000014.png;[0.487992]
000061\000015.png;[0.45351693]
000061\000016.png;[0.4958272]
000061\000017.png;[0.4025748]
000061\000018.png;[0.534139]
000062\000001.png;[0.2582212]
000062\000002.png;[0.2770916]
000062\000003.png;[0.2769849]
000062\000004.png;[0.43418783]
000062\000005.png;[0.33165145]
000062\000006.png;[0.3853687]
000062\000007.png;[0.5369993]
000062\000008.png;[0.5793282]
000063\000003.png;[0.00528812]
000063\000004.png;[0.]
000063\000006.png;[0.34452736]
000063\000007.png;[0.27600297]
000063\000008.png;[0.37196136]
000064\000001.png;[0.13102332]
000064\000002.png;[0.1922094]
000064\000003.png;[0.2281706]
000064\000004.png;[0.11898124]
000065\000001.png;[0.2757418]
000065\000002.png;[0.3660882]
000065\000003.png;[0.44207153]
000065\000004.png;[0.3181572]
000065\000005.png;[0.24485517]
000065\000006.png;[0.33594543]
000065\000007.png;[0.36464286]
000065\000008.png;[0.3851356]
000066\000001.png;[0.44050795]
000066\000002.png;[0.4028736]
000066\000003.png;[0.5253663]
000066\000004.png;[0.4730295]
000066\000005.png;[0.56157243]
000066\000006.png;[0.45153403]
000066\000007.png;[0.5213699]
000066\000008.png;[0.516265]
000066\000009.png;[0.5136298]
000066\000010.png;[0.38539883]
000066\000011.png;[0.39379582]
000066\000012.png;[0.52289546]
000066\000013.png;[0.53053045]
000066\000014.png;[0.5804507]
000066\000015.png;[0.5279039]
000066\000016.png;[0.5192335]
000066\000017.png;[0.49242675]
000066\000018.png;[0.554295]
000066\000019.png;[0.5584577]
000066\000020.png;[0.5659754]
000066\000021.png;[0.56500685]
000066\000022.png;[0.49009907]
000067\000001.png;[0.2778387]
000067\000002.png;[0.34711248]
000067\000003.png;[0.42763466]
000067\000004.png;[0.37576562]
000067\000005.png;[0.30705258]
000067\000006.png;[0.39508936]
000067\000007.png;[0.42181844]
000067\000008.png;[0.33998525]
000067\000009.png;[0.3534163]
000067\000010.png;[0.35673463]
000067\000011.png;[0.34760126]
000067\000012.png;[0.2139683]
000067\000013.png;[0.3189185]
000067\000014.png;[0.404918]
000067\000015.png;[0.3692907]
000067\000016.png;[0.27687976]
000067\000017.png;[0.4093547]
000067\000018.png;[0.4552446]
000067\000019.png;[0.37627128]
000067\000020.png;[0.3014565]
000067\000021.png;[0.40203512]
000068\000001.png;[0.4607299]
000068\000002.png;[0.44382423]
000068\000003.png;[0.50055736]
000068\000004.png;[0.4469927]
000068\000005.png;[0.4421485]
000068\000006.png;[0.53810674]
000068\000007.png;[0.45321637]
000068\000008.png;[0.48504758]
000068\000009.png;[0.43149298]
000068\000010.png;[0.5038266]
000068\000011.png;[0.45830756]
000068\000012.png;[0.44587517]
000068\000013.png;[0.4496886]
000068\000014.png;[0.44218314]
000068\000015.png;[0.4211532]
000068\000016.png;[0.46278328]
000068\000017.png;[0.49587834]
000068\000018.png;[0.47975832]
000068\000019.png;[0.41324723]
000068\000020.png;[0.52544713]
000068\000021.png;[0.41829574]
000068\000022.png;[0.47203326]
000068\000023.png;[0.35520548]
000068\000024.png;[0.42446855]
000068\000025.png;[0.46511853]
000068\000026.png;[0.47601014]
000068\000027.png;[0.51382995]
000069\000001.png;[0.3766269]
000069\000002.png;[0.37603974]
000069\000003.png;[0.4280442]
000069\000004.png;[0.30044055]
000069\000005.png;[0.3885427]
000069\000006.png;[0.3609784]
000069\000007.png;[0.42027193]
000069\000008.png;[0.35625592]
000069\000009.png;[0.29113546]
000069\000010.png;[0.43805698]
000069\000011.png;[0.3972509]
000069\000012.png;[0.27678573]
000069\000013.png;[0.3944857]
000069\000014.png;[0.30927426]
000069\000015.png;[0.279247]
000069\000016.png;[0.36921552]
000069\000017.png;[0.3503675]
