img;score
u11004\u11004s0002_fa1.png;[0.35646927]
u11004\u11004s0002_fa2.png;[0.3778953]
u11004\u11004s0002_fa3.png;[0.25212044]
u11004\u11004s0002_fa4.png;[0.3219939]
u11004\u11004s0002_fc1.png;[0.26167193]
u11004\u11004s0002_fc2.png;[0.2751944]
u11004\u11004s0002_fc3.png;[0.20969594]
u11004\u11004s0002_fc4.png;[0.23771566]
u11005\u11005s0001_fa1.png;[0.2968099]
u11005\u11005s0001_fa2.png;[0.24970981]
u11005\u11005s0001_fa3.png;[0.35236344]
u11005\u11005s0001_fa4.png;[0.33129513]
u11005\u11005s0001_fc1.png;[0.40461427]
u11005\u11005s0001_fc2.png;[0.42955798]
u11005\u11005s0001_fc3.png;[0.3901434]
u11005\u11005s0001_fc4.png;[0.40189755]
u11005\u11005s0002_fa1.png;[0.3026794]
u11005\u11005s0002_fa2.png;[0.3069605]
u11005\u11005s0002_fa3.png;[0.34728366]
u11005\u11005s0002_fa4.png;[0.36041182]
u11005\u11005s0002_fc1.png;[0.42953297]
u11005\u11005s0002_fc2.png;[0.42900038]
u11005\u11005s0002_fc3.png;[0.4016979]
u11005\u11005s0002_fc4.png;[0.3822969]
u11006\u11006s0001_fa1.png;[0.33713877]
u11006\u11006s0001_fa2.png;[0.35442984]
u11006\u11006s0001_fa3.png;[0.32361218]
u11006\u11006s0001_fa4.png;[0.34592748]
u11006\u11006s0001_fc1.png;[0.34101316]
u11006\u11006s0001_fc2.png;[0.34381673]
u11006\u11006s0001_fc3.png;[0.32701752]
u11006\u11006s0001_fc4.png;[0.33321717]
u11006\u11006s0002_fa1.png;[0.28373754]
u11006\u11006s0002_fa2.png;[0.31818476]
u11006\u11006s0002_fa3.png;[0.328467]
u11006\u11006s0002_fa4.png;[0.3335982]
u11006\u11006s0002_fc1.png;[0.34063196]
u11006\u11006s0002_fc2.png;[0.34341753]
u11006\u11006s0002_fc3.png;[0.324056]
u11006\u11006s0002_fc4.png;[0.33235425]
u11007\u11007s0001_fa1.png;[0.46660694]
u11007\u11007s0001_fa2.png;[0.3206693]
u11007\u11007s0001_fa3.png;[0.3464299]
u11007\u11007s0001_fa4.png;[0.28154564]
u11007\u11007s0001_fc1.png;[0.3984074]
u11007\u11007s0001_fc2.png;[0.43211406]
u11007\u11007s0001_fc3.png;[0.35772255]
u11007\u11007s0001_fc4.png;[0.43758333]
u11007\u11007s0002_fa1.png;[0.4640838]
u11007\u11007s0002_fa2.png;[0.4526565]
u11007\u11007s0002_fc1.png;[0.36389658]
u11007\u11007s0002_fc2.png;[0.399051]
u11007\u11007s0002_fc3.png;[0.3908441]
u11007\u11007s0002_fc4.png;[0.34188986]
u11008\u11008s0001_fa1.png;[0.21212447]
u11008\u11008s0001_fa2.png;[0.32972705]
u11008\u11008s0001_fa3.png;[0.19578862]
u11008\u11008s0001_fa4.png;[0.1542291]
u11008\u11008s0001_fc1.png;[0.32044554]
u11008\u11008s0001_fc2.png;[0.32604977]
u11008\u11008s0001_fc3.png;[0.2913528]
u11008\u11008s0001_fc4.png;[0.29376593]
u11008\u11008s0002_fa1.png;[0.26878113]
u11008\u11008s0002_fa2.png;[0.2911739]
u11008\u11008s0002_fa3.png;[0.23130259]
u11008\u11008s0002_fa4.png;[0.275635]
u11008\u11008s0002_fc1.png;[0.34294635]
u11008\u11008s0002_fc2.png;[0.31334284]
u11008\u11008s0002_fc3.png;[0.3013185]
u11008\u11008s0002_fc4.png;[0.29989988]
u11009\u11009s0001_fa1.png;[0.47023654]
u11009\u11009s0001_fa2.png;[0.46924645]
u11009\u11009s0001_fa3.png;[0.51565516]
u11009\u11009s0001_fa4.png;[0.5100477]
u11009\u11009s0001_fc1.png;[0.5356677]
u11009\u11009s0001_fc2.png;[0.511799]
u11009\u11009s0001_fc3.png;[0.4387603]
u11009\u11009s0001_fc4.png;[0.46336153]
u11009\u11009s0002_fa1.png;[0.4775654]
u11009\u11009s0002_fa2.png;[0.48588628]
u11009\u11009s0002_fa3.png;[0.45904535]
u11009\u11009s0002_fa4.png;[0.4831817]
u11009\u11009s0002_fc1.png;[0.5507014]
u11009\u11009s0002_fc2.png;[0.52080995]
u11009\u11009s0002_fc3.png;[0.3969789]
u11009\u11009s0002_fc4.png;[0.4029242]
u11010\u11010s0001_fa1.png;[0.38695085]
u11010\u11010s0001_fa2.png;[0.38188392]
u11010\u11010s0001_fa3.png;[0.4370413]
u11010\u11010s0001_fa4.png;[0.30150646]
u11010\u11010s0001_fc1.png;[0.4125079]
u11010\u11010s0001_fc2.png;[0.41548538]
u11010\u11010s0001_fc3.png;[0.36543337]
u11010\u11010s0001_fc4.png;[0.3681528]
u11010\u11010s0002_fa1.png;[0.39846104]
u11010\u11010s0002_fa2.png;[0.40806985]
u11010\u11010s0002_fa3.png;[0.31021175]
u11010\u11010s0002_fa4.png;[0.38091326]
u11010\u11010s0002_fc1.png;[0.4291504]
u11010\u11010s0002_fc2.png;[0.42232975]
u11010\u11010s0002_fc3.png;[0.36720806]
u11010\u11010s0002_fc4.png;[0.37809354]
u11011\u11011s0001_fa1.png;[0.34210998]
u11011\u11011s0001_fa2.png;[0.41701645]
u11011\u11011s0001_fa3.png;[0.23740488]
u11011\u11011s0001_fa4.png;[0.22959945]
u11011\u11011s0001_fc1.png;[0.4897665]
u11011\u11011s0001_fc2.png;[0.50947905]
u11011\u11011s0001_fc3.png;[0.46805307]
u11011\u11011s0001_fc4.png;[0.46747866]
u11011\u11011s0002_fa1.png;[0.47855562]
u11011\u11011s0002_fa2.png;[0.44808966]
u11011\u11011s0002_fa3.png;[0.22564688]
u11011\u11011s0002_fa4.png;[0.22775069]
u11011\u11011s0002_fc1.png;[0.51904166]
u11011\u11011s0002_fc2.png;[0.5343747]
u11011\u11011s0002_fc3.png;[0.42125678]
u11011\u11011s0002_fc4.png;[0.43483245]
u11012\u11012s0001_fa1.png;[0.28788272]
u11012\u11012s0001_fa2.png;[0.29336408]
u11012\u11012s0001_fa3.png;[0.32432723]
u11012\u11012s0001_fa4.png;[0.31578502]
u11012\u11012s0001_fc1.png;[0.34485012]
u11012\u11012s0001_fc2.png;[0.33485666]
u11012\u11012s0001_fc3.png;[0.36190623]
u11012\u11012s0001_fc4.png;[0.37792477]
u11012\u11012s0002_fa1.png;[0.33964512]
u11012\u11012s0002_fa2.png;[0.3488587]
u11012\u11012s0002_fa3.png;[0.32432723]
u11012\u11012s0002_fa4.png;[0.31578502]
u11012\u11012s0002_fc1.png;[0.34635442]
u11012\u11012s0002_fc2.png;[0.33654314]
u11012\u11012s0002_fc3.png;[0.35104564]
u11012\u11012s0002_fc4.png;[0.34865925]
u11013\u11013s0001_fa1.png;[0.47190768]
u11013\u11013s0001_fa2.png;[0.3907327]
u11013\u11013s0001_fa3.png;[0.49819008]
u11013\u11013s0001_fa4.png;[0.36344087]
u11013\u11013s0001_fc1.png;[0.45641643]
u11013\u11013s0001_fc2.png;[0.48923743]
u11013\u11013s0001_fc3.png;[0.42160726]
u11013\u11013s0001_fc4.png;[0.46270597]
u11013\u11013s0002_fa1.png;[0.40371516]
u11013\u11013s0002_fa2.png;[0.40574244]
u11013\u11013s0002_fa3.png;[0.42464575]
u11013\u11013s0002_fa4.png;[0.4440264]
u11013\u11013s0002_fc1.png;[0.47351557]
u11013\u11013s0002_fc2.png;[0.4619139]
u11013\u11013s0002_fc3.png;[0.44820857]
u11013\u11013s0002_fc4.png;[0.43324494]
u11014\u11014s0001_fa1.png;[0.4588554]
u11014\u11014s0001_fa2.png;[0.46493834]
u11014\u11014s0001_fa3.png;[0.40039897]
u11014\u11014s0001_fa4.png;[0.42001936]
u11014\u11014s0001_fc1.png;[0.4459339]
u11014\u11014s0001_fc2.png;[0.4182989]
u11014\u11014s0001_fc3.png;[0.41014135]
u11014\u11014s0001_fc4.png;[0.36520138]
u11014\u11014s0002_fa1.png;[0.43462455]
u11014\u11014s0002_fa2.png;[0.45568925]
u11014\u11014s0002_fa3.png;[0.35410592]
u11014\u11014s0002_fa4.png;[0.36094338]
u11014\u11014s0002_fc1.png;[0.34129134]
u11014\u11014s0002_fc2.png;[0.38031194]
u11014\u11014s0002_fc3.png;[0.4141147]
u11014\u11014s0002_fc4.png;[0.34116372]
u11015\u11015s0001_fa1.png;[0.46458113]
u11015\u11015s0001_fa2.png;[0.433142]
u11015\u11015s0001_fa3.png;[0.46278822]
u11015\u11015s0001_fa4.png;[0.45757377]
u11015\u11015s0001_fc1.png;[0.4879947]
u11015\u11015s0001_fc2.png;[0.48436308]
u11015\u11015s0001_fc3.png;[0.41113326]
u11015\u11015s0001_fc4.png;[0.40153414]
u11015\u11015s0002_fa1.png;[0.43390802]
u11015\u11015s0002_fa2.png;[0.5107664]
u11015\u11015s0002_fa3.png;[0.48166293]
u11015\u11015s0002_fa4.png;[0.50741833]
u11015\u11015s0002_fc1.png;[0.44602314]
u11015\u11015s0002_fc2.png;[0.4605526]
u11015\u11015s0002_fc3.png;[0.36925498]
u11015\u11015s0002_fc4.png;[0.3750903]
u11016\u11016s0001_fa1.png;[0.37242115]
u11016\u11016s0001_fa2.png;[0.3710783]
u11016\u11016s0001_fa3.png;[0.3338478]
u11016\u11016s0001_fa4.png;[0.32474035]
u11016\u11016s0001_fc1.png;[0.38844454]
u11016\u11016s0001_fc2.png;[0.39955756]
u11016\u11016s0001_fc3.png;[0.32735503]
u11016\u11016s0001_fc4.png;[0.3786862]
u11016\u11016s0002_fa1.png;[0.42037618]
u11016\u11016s0002_fa2.png;[0.3632931]
u11016\u11016s0002_fa3.png;[0.38145462]
u11016\u11016s0002_fa4.png;[0.3261197]
u11016\u11016s0002_fc1.png;[0.37114143]
u11016\u11016s0002_fc2.png;[0.35300305]
u11016\u11016s0002_fc3.png;[0.32663488]
u11016\u11016s0002_fc4.png;[0.3591128]
u11017\u11017s0001_fa1.png;[0.32979044]
u11017\u11017s0001_fa2.png;[0.34757736]
u11017\u11017s0001_fa3.png;[0.38475412]
u11017\u11017s0001_fa4.png;[0.38918316]
u11017\u11017s0001_fc1.png;[0.4414035]
u11017\u11017s0001_fc2.png;[0.4343476]
u11017\u11017s0001_fc3.png;[0.38405907]
u11017\u11017s0001_fc4.png;[0.37245023]
u11017\u11017s0002_fa1.png;[0.3042794]
u11017\u11017s0002_fa2.png;[0.31448144]
u11017\u11017s0002_fa3.png;[0.33067152]
u11017\u11017s0002_fa4.png;[0.38514727]
u11017\u11017s0002_fc1.png;[0.4361449]
u11017\u11017s0002_fc2.png;[0.4316641]
u11017\u11017s0002_fc3.png;[0.40740004]
u11017\u11017s0002_fc4.png;[0.43894932]
u11018\u11018s0001_fa1.png;[0.30789888]
u11018\u11018s0001_fa2.png;[0.34873432]
u11018\u11018s0001_fa3.png;[0.28927374]
u11018\u11018s0001_fa4.png;[0.31413573]
u11018\u11018s0001_fc1.png;[0.3560177]
u11018\u11018s0001_fc2.png;[0.37415147]
u11018\u11018s0001_fc3.png;[0.46151322]
u11018\u11018s0001_fc4.png;[0.45904675]
u11018\u11018s0002_fa1.png;[0.47978127]
u11018\u11018s0002_fa2.png;[0.3794191]
u11018\u11018s0002_fa3.png;[0.31413573]
u11018\u11018s0002_fa4.png;[0.28927374]
u11018\u11018s0002_fc1.png;[0.36968732]
u11018\u11018s0002_fc2.png;[0.35351887]
u11018\u11018s0002_fc3.png;[0.44933513]
u11018\u11018s0002_fc4.png;[0.34893584]
u11019\u11019s0001_fa1.png;[0.27880612]
u11019\u11019s0001_fa2.png;[0.36429825]
u11019\u11019s0001_fa3.png;[0.37921005]
u11019\u11019s0001_fa4.png;[0.32622558]
u11019\u11019s0001_fc1.png;[0.51208943]
u11019\u11019s0001_fc2.png;[0.5415662]
u11019\u11019s0001_fc3.png;[0.39242607]
u11019\u11019s0001_fc4.png;[0.45015484]
u11019\u11019s0002_fa1.png;[0.39616385]
u11019\u11019s0002_fa2.png;[0.4183119]
u11019\u11019s0002_fa3.png;[0.34263074]
u11019\u11019s0002_fa4.png;[0.32911313]
u11019\u11019s0002_fc1.png;[0.52011853]
u11019\u11019s0002_fc2.png;[0.5539981]
u11019\u11019s0002_fc3.png;[0.4966309]
u11019\u11019s0002_fc4.png;[0.4917099]
u11020\u11020s0001_fa1.png;[0.30042058]
u11020\u11020s0001_fa2.png;[0.26735142]
u11020\u11020s0001_fa3.png;[0.2003653]
u11020\u11020s0001_fa4.png;[0.18153492]
u11020\u11020s0001_fc1.png;[0.39555418]
u11020\u11020s0001_fc2.png;[0.3548645]
u11020\u11020s0001_fc3.png;[0.3077337]
u11020\u11020s0001_fc4.png;[0.29954022]
u11020\u11020s0002_fa1.png;[0.24217233]
u11020\u11020s0002_fa2.png;[0.22483072]
u11020\u11020s0002_fa3.png;[0.14998043]
u11020\u11020s0002_fa4.png;[0.18654624]
u11020\u11020s0002_fc1.png;[0.42833263]
u11020\u11020s0002_fc2.png;[0.37847266]
u11020\u11020s0002_fc3.png;[0.3036043]
u11020\u11020s0002_fc4.png;[0.319262]
u11021\u11021s0001_fa1.png;[0.4594136]
u11021\u11021s0001_fa2.png;[0.4444682]
u11021\u11021s0001_fa3.png;[0.33484098]
u11021\u11021s0001_fa4.png;[0.36091164]
u11021\u11021s0001_fc1.png;[0.5106916]
u11021\u11021s0001_fc2.png;[0.49922967]
u11021\u11021s0001_fc3.png;[0.469623]
u11021\u11021s0001_fc4.png;[0.46194252]
u11021\u11021s0002_fa1.png;[0.5470831]
u11021\u11021s0002_fa2.png;[0.55744946]
u11021\u11021s0002_fa3.png;[0.56652397]
u11021\u11021s0002_fa4.png;[0.48251635]
u11021\u11021s0002_fc1.png;[0.5020486]
u11021\u11021s0002_fc2.png;[0.5142559]
u11021\u11021s0002_fc3.png;[0.4560551]
u11021\u11021s0002_fc4.png;[0.47932786]
u11022\u11022s0001_fa1.png;[0.36046356]
u11022\u11022s0001_fa2.png;[0.36863846]
u11022\u11022s0001_fa3.png;[0.26365444]
u11022\u11022s0001_fa4.png;[0.25182998]
u11022\u11022s0001_fc1.png;[0.41004136]
u11022\u11022s0001_fc2.png;[0.39367098]
u11022\u11022s0001_fc3.png;[0.36695066]
u11022\u11022s0001_fc4.png;[0.36028466]
u11022\u11022s0002_fa1.png;[0.40536976]
u11022\u11022s0002_fa2.png;[0.35953555]
u11022\u11022s0002_fa3.png;[0.28041503]
u11022\u11022s0002_fa4.png;[0.26074177]
u11022\u11022s0002_fc1.png;[0.40680975]
u11022\u11022s0002_fc2.png;[0.35866308]
u11022\u11022s0002_fc3.png;[0.3557325]
u11022\u11022s0002_fc4.png;[0.3850172]
u11024\u11024s0001_fa1.png;[0.32484984]
u11024\u11024s0001_fa2.png;[0.33829924]
u11024\u11024s0001_fa3.png;[0.25794536]
u11024\u11024s0001_fa4.png;[0.3472259]
u11024\u11024s0001_fc1.png;[0.4059214]
u11024\u11024s0001_fc2.png;[0.46795556]
u11024\u11024s0001_fc3.png;[0.4060378]
u11024\u11024s0001_fc4.png;[0.33712187]
u11024\u11024s0002_fa1.png;[0.44581375]
u11024\u11024s0002_fa2.png;[0.41023684]
u11024\u11024s0002_fa3.png;[0.31049088]
u11024\u11024s0002_fa4.png;[0.3259485]
u11024\u11024s0002_fc1.png;[0.41892943]
u11024\u11024s0002_fc2.png;[0.43102148]
u11024\u11024s0002_fc3.png;[0.38005197]
u11024\u11024s0002_fc4.png;[0.39465082]
u11025\u11025s0001_fa1.png;[0.1735006]
u11025\u11025s0001_fa2.png;[0.20599139]
u11025\u11025s0001_fa3.png;[0.31789425]
u11025\u11025s0001_fa4.png;[0.30150634]
u11025\u11025s0001_fc1.png;[0.25356737]
u11025\u11025s0001_fc2.png;[0.32600826]
u11025\u11025s0001_fc3.png;[0.34271136]
u11025\u11025s0001_fc4.png;[0.26214972]
u11025\u11025s0002_fa1.png;[0.349888]
u11025\u11025s0002_fa2.png;[0.30980808]
u11025\u11025s0002_fa3.png;[0.3313806]
u11025\u11025s0002_fa4.png;[0.3849674]
u11025\u11025s0002_fc1.png;[0.28271967]
u11025\u11025s0002_fc2.png;[0.27423796]
u11025\u11025s0002_fc3.png;[0.30262804]
u11025\u11025s0002_fc4.png;[0.30111846]
u11026\u11026s0001_fa1.png;[0.40396464]
u11026\u11026s0001_fa2.png;[0.44081554]
u11026\u11026s0001_fa3.png;[0.3239889]
u11026\u11026s0001_fa4.png;[0.38549304]
u11026\u11026s0001_fc1.png;[0.47794908]
u11026\u11026s0001_fc2.png;[0.45125183]
u11026\u11026s0001_fc3.png;[0.34578624]
u11026\u11026s0001_fc4.png;[0.3912224]
u11026\u11026s0002_fa1.png;[0.426595]
u11026\u11026s0002_fa2.png;[0.42751312]
u11026\u11026s0002_fa3.png;[0.38549304]
u11026\u11026s0002_fa4.png;[0.3239889]
u11026\u11026s0002_fc1.png;[0.42010474]
u11026\u11026s0002_fc2.png;[0.40356556]
u11026\u11026s0002_fc3.png;[0.31391758]
u11026\u11026s0002_fc4.png;[0.34419325]
u11027\u11027s0001_fa1.png;[0.43319067]
u11027\u11027s0001_fa2.png;[0.4584471]
u11027\u11027s0001_fa3.png;[0.37218022]
u11027\u11027s0001_fa4.png;[0.42733234]
u11027\u11027s0001_fc1.png;[0.46366775]
u11027\u11027s0001_fc2.png;[0.45111734]
u11027\u11027s0001_fc3.png;[0.44393176]
u11027\u11027s0001_fc4.png;[0.4489453]
u11027\u11027s0002_fa1.png;[0.43506134]
u11027\u11027s0002_fa2.png;[0.4234592]
u11027\u11027s0002_fa3.png;[0.42318523]
u11027\u11027s0002_fa4.png;[0.39011997]
u11027\u11027s0002_fc1.png;[0.4671195]
u11027\u11027s0002_fc2.png;[0.45773435]
u11027\u11027s0002_fc3.png;[0.43709844]
u11027\u11027s0002_fc4.png;[0.43577373]
u11028\u11028s0001_fa1.png;[0.3066154]
u11028\u11028s0001_fa2.png;[0.2611443]
u11028\u11028s0001_fa3.png;[0.22790936]
u11028\u11028s0001_fa4.png;[0.2982925]
u11028\u11028s0001_fc1.png;[0.3308252]
u11028\u11028s0001_fc2.png;[0.32747912]
u11028\u11028s0001_fc3.png;[0.3574619]
u11028\u11028s0001_fc4.png;[0.3446283]
u11028\u11028s0002_fa1.png;[0.21449646]
u11028\u11028s0002_fa2.png;[0.23860365]
u11028\u11028s0002_fa3.png;[0.3582363]
u11028\u11028s0002_fa4.png;[0.36783475]
u11028\u11028s0002_fc1.png;[0.34156588]
u11028\u11028s0002_fc2.png;[0.34175426]
u11028\u11028s0002_fc3.png;[0.34645838]
u11028\u11028s0002_fc4.png;[0.367032]
u11029\u11029s0001_fa1.png;[0.4041869]
u11029\u11029s0001_fa2.png;[0.39306995]
u11029\u11029s0001_fa3.png;[0.33957466]
u11029\u11029s0001_fa4.png;[0.33619004]
u11029\u11029s0001_fc1.png;[0.41205266]
u11029\u11029s0001_fc2.png;[0.40075433]
u11029\u11029s0001_fc3.png;[0.3674742]
u11029\u11029s0001_fc4.png;[0.3809064]
u11029\u11029s0002_fa1.png;[0.38844383]
u11029\u11029s0002_fa2.png;[0.38596812]
u11029\u11029s0002_fa3.png;[0.37297004]
u11029\u11029s0002_fa4.png;[0.46274427]
u11029\u11029s0002_fc1.png;[0.37367508]
u11029\u11029s0002_fc2.png;[0.33750635]
u11029\u11029s0002_fc3.png;[0.37625378]
u11029\u11029s0002_fc4.png;[0.34924242]
u11030\u11030s0001_fa1.png;[0.2768399]
u11030\u11030s0001_fa2.png;[0.24674499]
u11030\u11030s0001_fa3.png;[0.22807127]
u11030\u11030s0001_fa4.png;[0.24794316]
u11030\u11030s0001_fc1.png;[0.15502954]
u11030\u11030s0001_fc2.png;[0.12821153]
u11030\u11030s0001_fc3.png;[0.1524989]
u11030\u11030s0001_fc4.png;[0.18805993]
u11030\u11030s0002_fa1.png;[0.24991375]
u11030\u11030s0002_fa2.png;[0.25128236]
u11030\u11030s0002_fa3.png;[0.22117618]
u11030\u11030s0002_fa4.png;[0.22683051]
u11030\u11030s0002_fc1.png;[0.1542536]
u11030\u11030s0002_fc2.png;[0.13433182]
u11030\u11030s0002_fc3.png;[0.12811536]
u11030\u11030s0002_fc4.png;[0.13333496]
u11031\u11031s0001_fa1.png;[0.39525026]
u11031\u11031s0001_fa2.png;[0.38169885]
u11031\u11031s0001_fa3.png;[0.32296]
u11031\u11031s0001_fa4.png;[0.43603903]
u11031\u11031s0001_fc1.png;[0.49123317]
u11031\u11031s0001_fc2.png;[0.5090467]
u11031\u11031s0001_fc3.png;[0.46923667]
u11031\u11031s0001_fc4.png;[0.48208183]
u11031\u11031s0002_fa1.png;[0.4572869]
u11031\u11031s0002_fa2.png;[0.43361408]
u11031\u11031s0002_fa3.png;[0.48535338]
u11031\u11031s0002_fa4.png;[0.5189317]
u11031\u11031s0002_fc1.png;[0.49867374]
u11031\u11031s0002_fc2.png;[0.5084243]
u11031\u11031s0002_fc3.png;[0.4977718]
u11031\u11031s0002_fc4.png;[0.47089496]
u11032\u11032s0001_fa1.png;[0.45115536]
u11032\u11032s0001_fa2.png;[0.44663954]
u11032\u11032s0001_fa3.png;[0.31805742]
u11032\u11032s0001_fa4.png;[0.40191066]
u11032\u11032s0001_fc1.png;[0.47734746]
u11032\u11032s0001_fc2.png;[0.49578515]
u11032\u11032s0001_fc3.png;[0.3953309]
u11032\u11032s0001_fc4.png;[0.443282]
u11032\u11032s0002_fa1.png;[0.38119215]
u11032\u11032s0002_fa2.png;[0.4464118]
u11032\u11032s0002_fa3.png;[0.31444567]
u11032\u11032s0002_fa4.png;[0.3255234]
u11032\u11032s0002_fc1.png;[0.4491682]
u11032\u11032s0002_fc2.png;[0.4667427]
u11032\u11032s0002_fc3.png;[0.38705152]
u11032\u11032s0002_fc4.png;[0.39015567]
u11033\u11033s0001_fa1.png;[0.47125602]
u11033\u11033s0001_fa2.png;[0.5099608]
u11033\u11033s0001_fa3.png;[0.53362715]
u11033\u11033s0001_fa4.png;[0.57637924]
u11033\u11033s0001_fc1.png;[0.5174366]
u11033\u11033s0001_fc2.png;[0.49406555]
u11033\u11033s0001_fc3.png;[0.45764694]
u11033\u11033s0001_fc4.png;[0.4704725]
u11033\u11033s0002_fa1.png;[0.46234202]
u11033\u11033s0002_fa2.png;[0.45247576]
u11033\u11033s0002_fa3.png;[0.46601707]
u11033\u11033s0002_fa4.png;[0.48439652]
u11033\u11033s0002_fc1.png;[0.5054716]
u11033\u11033s0002_fc2.png;[0.5243918]
u11033\u11033s0002_fc3.png;[0.46152744]
u11033\u11033s0002_fc4.png;[0.4645555]
u11034\u11034s0001_fa1.png;[0.3055086]
u11034\u11034s0001_fa2.png;[0.27313006]
u11034\u11034s0001_fa3.png;[0.29504326]
u11034\u11034s0001_fa4.png;[0.23661414]
u11034\u11034s0001_fc1.png;[0.20220894]
u11034\u11034s0001_fc2.png;[0.20983836]
u11034\u11034s0001_fc3.png;[0.24607939]
u11034\u11034s0001_fc4.png;[0.27118838]
u11034\u11034s0002_fa1.png;[0.34685758]
u11034\u11034s0002_fa2.png;[0.25438404]
u11034\u11034s0002_fa3.png;[0.280816]
u11034\u11034s0002_fa4.png;[0.25077152]
u11034\u11034s0002_fc1.png;[0.20777383]
u11034\u11034s0002_fc2.png;[0.36770207]
u11034\u11034s0002_fc3.png;[0.23383483]
u11034\u11034s0002_fc4.png;[0.2372371]
u11035\u11035s0001_fa1.png;[0.45646462]
u11035\u11035s0001_fa2.png;[0.50257206]
u11035\u11035s0001_fa3.png;[0.41382843]
u11035\u11035s0001_fa4.png;[0.44010788]
u11035\u11035s0001_fc1.png;[0.47016555]
u11035\u11035s0001_fc2.png;[0.4354766]
u11035\u11035s0001_fc3.png;[0.3912309]
u11035\u11035s0001_fc4.png;[0.39364094]
u11035\u11035s0002_fa1.png;[0.5116724]
u11035\u11035s0002_fa2.png;[0.5021018]
u11035\u11035s0002_fa3.png;[0.4756989]
u11035\u11035s0002_fa4.png;[0.4912754]
u11035\u11035s0002_fc1.png;[0.43930203]
u11035\u11035s0002_fc2.png;[0.44163775]
u11035\u11035s0002_fc3.png;[0.4680965]
u11035\u11035s0002_fc4.png;[0.47959292]
u11036\u11036s0001_fa1.png;[0.1857605]
u11036\u11036s0001_fa2.png;[0.22798401]
u11036\u11036s0001_fa3.png;[0.16448423]
u11036\u11036s0001_fa4.png;[0.17211586]
u11036\u11036s0001_fc1.png;[0.19988507]
u11036\u11036s0001_fc2.png;[0.23184031]
u11036\u11036s0001_fc3.png;[0.27975047]
u11036\u11036s0001_fc4.png;[0.23840386]
u11036\u11036s0002_fa1.png;[0.18517697]
u11036\u11036s0002_fa2.png;[0.18247592]
u11036\u11036s0002_fa3.png;[0.09280038]
u11036\u11036s0002_fa4.png;[0.19173002]
u11036\u11036s0002_fc1.png;[0.1855917]
u11036\u11036s0002_fc2.png;[0.18810886]
u11036\u11036s0002_fc3.png;[0.21443981]
u11036\u11036s0002_fc4.png;[0.20145267]
u11037\u11037s0001_fa1.png;[0.4391142]
u11037\u11037s0001_fa2.png;[0.43950266]
